ID,adj.P.Val,P.Value,F,Gene.symbol,Gene.title
206579_at,0.972,0.50304787,0.801177,ZKSCAN8,zinc finger with KRAB and SCAN domains 8
200824_at,0.972,0.50305122,0.80117,GSTP1,glutathione S-transferase pi 1
229073_at,0.972,0.50305777,0.801158,PRTG,protogenin
209097_s_at,0.972,0.50307447,0.801127,JAG1,jagged 1
1558758_s_at,0.972,0.5030779,0.80112,C12orf49,chromosome 12 open reading frame 49
1552690_a_at,0.972,0.50312023,0.801041,CACNA2D4,calcium voltage-gated channel auxiliary subunit alpha2delta 4
244689_at,0.972,0.50315303,0.800979,PPARA,peroxisome proliferator activated receptor alpha
220960_x_at,0.972,0.50315749,0.800971,RPL22,ribosomal protein L22
233679_at,0.972,0.50322044,0.800853,LOC100506472,uncharacterized LOC100506472
211959_at,0.972,0.50322782,0.800839,IGFBP5,insulin like growth factor binding protein 5
1556771_a_at,0.972,0.50325979,0.800779,CNTFR-AS1,CNTFR antisense RNA 1
214894_x_at,0.972,0.50328317,0.800735,MACF1,microtubule-actin crosslinking factor 1
237041_x_at,0.972,0.50333816,0.800632,RCOR1,REST corepressor 1
234535_at,0.972,0.50334685,0.800616,,
208186_s_at,0.972,0.5033504,0.800609,LIPE,"lipase E, hormone sensitive type"
232285_at,0.972,0.50339534,0.800525,,
228031_at,0.972,0.50343787,0.800445,TTPAL,alpha tocopherol transfer protein like
209643_s_at,0.972,0.50345702,0.800409,PLD2,phospholipase D2
230472_at,0.972,0.50346657,0.800391,IRX1,iroquois homeobox 1
1556753_s_at,0.972,0.50348549,0.800356,,
205843_x_at,0.972,0.50348621,0.800355,CRAT,carnitine O-acetyltransferase
216907_x_at,0.972,0.50348744,0.800352,KIR3DL2///KIR3DL1,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1"
228568_at,0.972,0.50354552,0.800243,MYZAP,myocardial zonula adherens protein
221314_at,0.972,0.5035633,0.80021,GDF9,growth differentiation factor 9
228901_at,0.972,0.50357922,0.80018,CDK9,cyclin dependent kinase 9
AFFX-LysX-5_at,0.972,0.50358643,0.800167,,
213586_at,0.972,0.50360473,0.800132,CDKN2D,cyclin dependent kinase inhibitor 2D
1559651_at,0.972,0.50363797,0.80007,CSNK1A1P1,casein kinase 1 alpha 1 pseudogene 1
224811_at,0.972,0.5036489,0.80005,LPP,LIM domain containing preferred translocation partner in lipoma
242027_at,0.972,0.50366609,0.800017,,
238066_at,0.972,0.50370831,0.799938,RBP7,retinol binding protein 7
237714_at,0.972,0.50371206,0.799931,,
212514_x_at,0.972,0.50376817,0.799826,DDX3X,"DEAD-box helicase 3, X-linked"
202901_x_at,0.972,0.50377405,0.799815,CTSS,cathepsin S
244713_at,0.972,0.5037965,0.799773,,
212913_at,0.972,0.50380214,0.799763,MSH5-SAPCD1///SAPCD1,MSH5-SAPCD1 readthrough (NMD candidate)///suppressor APC domain containing 1
1561609_at,0.972,0.50381068,0.799747,MIR548XHG,MIR548X host gene
219499_at,0.972,0.50383029,0.79971,SEC61A2,Sec61 translocon alpha 2 subunit
1570140_at,0.972,0.50386152,0.799651,LOC102725207///LOC100996760///ANXA8L1///ANXA8,annexin A8-like///uncharacterized LOC100996760///annexin A8-like 1///annexin A8
224361_s_at,0.972,0.50387337,0.799629,IL17RB,interleukin 17 receptor B
218969_at,0.972,0.50388151,0.799614,PAM16,presequence translocase associated motor 16 homolog
1559865_at,0.972,0.50388856,0.799601,,
206145_at,0.972,0.50389891,0.799581,RHAG,Rh-associated glycoprotein
205222_at,0.972,0.50392026,0.799541,EHHADH,"enoyl-CoA, hydratase/3-hydroxyacyl CoA dehydrogenase"
1568487_x_at,0.972,0.50396919,0.79945,,
225715_at,0.972,0.5039743,0.79944,RPTOR,regulatory associated protein of MTOR complex 1
220155_s_at,0.972,0.50398393,0.799422,BRD9,bromodomain containing 9
210069_at,0.972,0.50399474,0.799402,CHKB-CPT1B///CPT1B,CHKB-CPT1B readthrough (NMD candidate)///carnitine palmitoyltransferase 1B
1561262_at,0.972,0.50399778,0.799396,LINC01516,long intergenic non-protein coding RNA 1516
235296_at,0.972,0.50400661,0.79938,EIF5A2,eukaryotic translation initiation factor 5A2
201004_at,0.972,0.50401147,0.79937,SSR4,signal sequence receptor subunit 4
202699_s_at,0.972,0.50401847,0.799357,TMEM63A,transmembrane protein 63A
1552576_at,0.972,0.50402733,0.799341,ALMS1P1,"ALMS1, centrosome and basal body associated protein pseudogene 1"
211737_x_at,0.972,0.50408095,0.79924,PTN,pleiotrophin
206348_s_at,0.972,0.50411279,0.799181,PDK3,pyruvate dehydrogenase kinase 3
239802_at,0.972,0.50415367,0.799104,SAP30L,SAP30 like
217972_at,0.972,0.50416334,0.799086,CHCHD3,coiled-coil-helix-coiled-coil-helix domain containing 3
1563340_at,0.972,0.50418158,0.799052,,
1552319_a_at,0.972,0.50423868,0.798945,KLK8,kallikrein related peptidase 8
203945_at,0.972,0.50424059,0.798941,ARG2,arginase 2
236131_at,0.972,0.50426218,0.798901,,
211873_s_at,0.972,0.50429771,0.798834,PCDHGA9,"protocadherin gamma subfamily A, 9"
223406_x_at,0.972,0.50431425,0.798804,FAM192A,family with sequence similarity 192 member A
239131_at,0.972,0.50431695,0.798798,,
38149_at,0.972,0.50433562,0.798764,ARHGAP25,Rho GTPase activating protein 25
218993_at,0.972,0.50436307,0.798712,MRM3,mitochondrial rRNA methyltransferase 3
215050_x_at,0.972,0.50439059,0.798661,MAPKAPK2,mitogen-activated protein kinase-activated protein kinase 2
216159_s_at,0.972,0.50439893,0.798645,,
1558512_at,0.972,0.50442042,0.798605,LOC105369477,uncharacterized LOC105369477
211113_s_at,0.972,0.50444834,0.798553,ABCG1,ATP binding cassette subfamily G member 1
1564684_at,0.972,0.50446646,0.798519,BTN2A2,butyrophilin subfamily 2 member A2
215887_at,0.972,0.50446941,0.798513,ZNF277,zinc finger protein 277
221547_at,0.972,0.50447689,0.798499,PRPF18,pre-mRNA processing factor 18
1560974_s_at,0.972,0.50448752,0.798479,NOS1,nitric oxide synthase 1
214232_at,0.972,0.50449487,0.798465,ABCF2,ATP binding cassette subfamily F member 2
237657_at,0.972,0.50452351,0.798412,,
211347_at,0.972,0.50453306,0.798394,CDC14B,cell division cycle 14B
241699_at,0.972,0.50455403,0.798355,,
201602_s_at,0.972,0.50457149,0.798322,PPP1R12A,protein phosphatase 1 regulatory subunit 12A
208910_s_at,0.972,0.5045789,0.798308,C1QBP,complement C1q binding protein
218266_s_at,0.972,0.50458771,0.798292,NCS1,neuronal calcium sensor 1
242352_at,0.972,0.50463339,0.798206,NIPBL,"NIPBL, cohesin loading factor"
237420_at,0.972,0.50465644,0.798163,ODF2L,outer dense fiber of sperm tails 2 like
37201_at,0.972,0.50470873,0.798065,ITIH4,inter-alpha-trypsin inhibitor heavy chain family member 4
221613_s_at,0.972,0.50474614,0.797995,ZFAND6,zinc finger AN1-type containing 6
213506_at,0.972,0.50475644,0.797976,F2RL1,F2R like trypsin receptor 1
233431_x_at,0.972,0.50476099,0.797968,,
241990_at,0.972,0.50480812,0.797879,RHOV,ras homolog family member V
218086_at,0.972,0.50483248,0.797834,NPDC1,"neural proliferation, differentiation and control 1"
214041_x_at,0.972,0.50483438,0.79783,RPL37A,ribosomal protein L37a
217657_at,0.972,0.50484196,0.797816,,
240783_at,0.972,0.504875,0.797754,,
1565612_at,0.972,0.50494111,0.797631,DYNLRB1,dynein light chain roadblock-type 1
218183_at,0.972,0.50495658,0.797602,CDIP1,cell death inducing p53 target 1
218665_at,0.972,0.50497169,0.797574,FZD4,frizzled class receptor 4
205548_s_at,0.972,0.5049753,0.797567,BTG3,BTG anti-proliferation factor 3
208321_s_at,0.972,0.50498671,0.797545,CABP1,calcium binding protein 1
244721_at,0.972,0.50500262,0.797516,TP53INP1,tumor protein p53 inducible nuclear protein 1
233442_at,0.972,0.50502513,0.797474,,
238423_at,0.972,0.50504424,0.797438,SYTL3,synaptotagmin like 3
225518_x_at,0.972,0.50505235,0.797423,MTHFD1L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like
35265_at,0.972,0.50507785,0.797375,FXR2,FMR1 autosomal homolog 2
208765_s_at,0.972,0.50508664,0.797359,HNRNPR,heterogeneous nuclear ribonucleoprotein R
217067_s_at,0.972,0.50512761,0.797282,DMP1,dentin matrix acidic phosphoprotein 1
1565535_x_at,0.972,0.50514443,0.797251,,
219695_at,0.972,0.50514856,0.797243,SMPD3,sphingomyelin phosphodiesterase 3
239117_at,0.972,0.50516048,0.797221,,
218258_at,0.972,0.50517525,0.797193,POLR1D,RNA polymerase I subunit D
228934_x_at,0.972,0.50518644,0.797172,,
215429_s_at,0.972,0.50519659,0.797153,ZNF428,zinc finger protein 428
242914_at,0.972,0.50520181,0.797143,,
233411_at,0.972,0.50520941,0.797129,,
229406_at,0.972,0.50521015,0.797128,RBFOX3,"RNA binding protein, fox-1 homolog 3"
216337_at,0.972,0.50523392,0.797083,,
222583_s_at,0.972,0.50523564,0.79708,NUP50,nucleoporin 50
227911_at,0.972,0.50524885,0.797055,ARHGAP28,Rho GTPase activating protein 28
206389_s_at,0.972,0.5052532,0.797047,PDE3A,phosphodiesterase 3A
1555236_a_at,0.972,0.50526929,0.797017,PGC,progastricsin
221114_at,0.972,0.50528458,0.796989,AMBN,ameloblastin
244204_at,0.972,0.50528859,0.796981,PRR3,proline rich 3
202877_s_at,0.972,0.50529332,0.796972,CD93,CD93 molecule
240498_at,0.972,0.5052998,0.79696,,
209540_at,0.972,0.50531716,0.796928,IGF1,insulin like growth factor 1
210698_at,0.972,0.50534971,0.796867,,
212052_s_at,0.972,0.50540711,0.79676,TBC1D9B,TBC1 domain family member 9B
239424_at,0.972,0.50543588,0.796706,,
206236_at,0.972,0.5054696,0.796643,GPR4,G protein-coupled receptor 4
241074_at,0.972,0.50547417,0.796634,,
1562979_at,0.972,0.50547975,0.796624,,
211891_s_at,0.972,0.50549213,0.796601,LOC101930241///ARHGEF4,rho guanine nucleotide exchange factor 4-like///Rho guanine nucleotide exchange factor 4
225287_s_at,0.972,0.50550012,0.796586,TMEM55B,transmembrane protein 55B
238740_at,0.972,0.50551294,0.796562,PTGES3L,prostaglandin E synthase 3 like
223115_at,0.972,0.50553185,0.796527,MED17,mediator complex subunit 17
201246_s_at,0.972,0.50559479,0.796409,LOC101927673///OTUB1,"uncharacterized LOC101927673///OTU deubiquitinase, ubiquitin aldehyde binding 1"
234389_x_at,0.972,0.50559707,0.796405,,
202722_s_at,0.972,0.50559859,0.796402,GFPT1,glutamine--fructose-6-phosphate transaminase 1
217047_s_at,0.972,0.50560859,0.796383,FAM13A,family with sequence similarity 13 member A
219204_s_at,0.972,0.5056088,0.796383,SRR,serine racemase
1563581_at,0.972,0.50561943,0.796363,RPL34-AS1,RPL34 antisense RNA 1 (head to head)
231884_at,0.972,0.5056546,0.796297,CNTROB,"centrobin, centriole duplication and spindle assembly protein"
220177_s_at,0.972,0.50568312,0.796244,TMPRSS3,"transmembrane protease, serine 3"
201963_at,0.972,0.505725,0.796166,ACSL1,acyl-CoA synthetase long-chain family member 1
231815_at,0.972,0.50572546,0.796165,PHF12,PHD finger protein 12
205329_s_at,0.972,0.50573744,0.796143,SNX4,sorting nexin 4
233154_at,0.972,0.50574457,0.796129,,
1570239_a_at,0.972,0.50574763,0.796124,CLNK,cytokine dependent hematopoietic cell linker
209669_s_at,0.972,0.50576082,0.796099,SERBP1,SERPINE1 mRNA binding protein 1
1562130_at,0.972,0.50576189,0.796097,IQCA1,IQ motif containing with AAA domain 1
237988_at,0.972,0.50579509,0.796035,EIF1B,eukaryotic translation initiation factor 1B
224065_at,0.972,0.50582226,0.795984,HIPK2,homeodomain interacting protein kinase 2
206062_at,0.972,0.50589415,0.79585,GUCA1A,guanylate cyclase activator 1A
1553387_at,0.972,0.50589863,0.795842,ATM,ATM serine/threonine kinase
216775_at,0.972,0.5059108,0.795819,USP53,ubiquitin specific peptidase 53
234508_at,0.972,0.50595418,0.795738,,
237700_at,0.972,0.50598843,0.795674,,
237181_at,0.972,0.50600848,0.795637,,
221103_s_at,0.972,0.50601348,0.795627,CFAP44,cilia and flagella associated protein 44
1564117_at,0.972,0.50603817,0.795581,HMCN2,hemicentin 2
1557896_at,0.972,0.50605769,0.795545,,
236767_at,0.972,0.5061015,0.795463,IQCF2,IQ motif containing F2
207817_at,0.972,0.50610436,0.795458,IFNW1,interferon omega 1
221299_at,0.972,0.50612514,0.795419,GPR173,G protein-coupled receptor 173
1566979_at,0.972,0.5061674,0.79534,,
215434_x_at,0.972,0.50617908,0.795318,LOC102724250///NBPF26///NBPF19///NBPF10///NBPF15///NBPF11///NBPF1///NBPF14,neuroblastoma breakpoint family member 1///neuroblastoma breakpoint family member 26///neuroblastoma breakpoint family member 19///neuroblastoma breakpoint family member 10///neuroblastoma breakpoint family member 15///neuroblastoma breakpoint family member 11///neuroblastoma breakpoint family member 1///neuroblastoma breakpoint family member 14
1557342_a_at,0.972,0.5061913,0.795295,MIRLET7BHG,MIRLET7B host gene
243253_at,0.972,0.50620893,0.795262,,
201169_s_at,0.972,0.50623558,0.795213,BHLHE40,basic helix-loop-helix family member e40
235064_s_at,0.972,0.50623572,0.795212,C20orf196,chromosome 20 open reading frame 196
224716_at,0.972,0.50626727,0.795154,MIR4647///SLC35B2,microRNA 4647///solute carrier family 35 member B2
239036_at,0.972,0.50626806,0.795152,AGO1,"argonaute 1, RISC catalytic component"
222321_at,0.972,0.50628278,0.795125,AGTR2,angiotensin II receptor type 2
228295_at,0.972,0.50630494,0.795083,WDR59,WD repeat domain 59
239035_at,0.972,0.50630816,0.795077,MTHFR,methylenetetrahydrofolate reductase (NAD(P)H)
1557009_a_at,0.972,0.50632778,0.795041,LOC340107,uncharacterized LOC340107
206876_at,0.972,0.50632853,0.795039,SIM1,single-minded family bHLH transcription factor 1
1556736_at,0.972,0.50633261,0.795032,SCOC-AS1,SCOC antisense RNA 1
1560842_a_at,0.972,0.50634775,0.795003,TEX26-AS1,TEX26 antisense RNA 1
234869_at,0.972,0.50637283,0.794957,LOC152286,uncharacterized LOC152286
1553559_at,0.972,0.50639877,0.794908,TMEM171,transmembrane protein 171
222989_s_at,0.972,0.50640081,0.794905,UBQLN1,ubiquilin 1
1552612_at,0.972,0.50641372,0.79488,CDC42SE2,CDC42 small effector 2
1557830_at,0.972,0.50641852,0.794871,,
1561599_at,0.972,0.50643845,0.794834,,
232003_at,0.972,0.50643952,0.794832,PNMAL2,paraneoplastic Ma antigen family-like 2
219294_at,0.972,0.50644636,0.79482,CENPQ,centromere protein Q
201943_s_at,0.972,0.50644869,0.794815,CPD,carboxypeptidase D
235107_at,0.972,0.50645134,0.79481,PIAS2,protein inhibitor of activated STAT 2
243501_at,0.972,0.50647348,0.794769,ATP5F1,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit B1"
1561244_at,0.972,0.50647635,0.794764,,
221821_s_at,0.972,0.50648059,0.794756,KANSL2,KAT8 regulatory NSL complex subunit 2
211063_s_at,0.972,0.50650052,0.794719,NCK1,NCK adaptor protein 1
228488_at,0.972,0.50651746,0.794687,TBC1D16,TBC1 domain family member 16
236836_at,0.972,0.50653966,0.794646,LOC105379045,uncharacterized LOC105379045
204723_at,0.972,0.50654223,0.794641,SCN3B,sodium voltage-gated channel beta subunit 3
218982_s_at,0.972,0.50658327,0.794564,MRPS17,mitochondrial ribosomal protein S17
206361_at,0.972,0.50659197,0.794548,PTGDR2,prostaglandin D2 receptor 2
223916_s_at,0.972,0.50659502,0.794542,BCOR,BCL6 corepressor
237303_at,0.972,0.50661446,0.794506,,
243477_at,0.972,0.5066985,0.794349,ATG10,autophagy related 10
221948_s_at,0.972,0.50670896,0.79433,KLHL22,kelch like family member 22
217026_at,0.972,0.5067211,0.794307,CFTR,cystic fibrosis transmembrane conductance regulator
1552384_a_at,0.972,0.50672227,0.794305,FAM71A,family with sequence similarity 71 member A
227474_at,0.972,0.50672761,0.794295,PAX8-AS1,PAX8 antisense RNA 1
206027_at,0.972,0.50674519,0.794262,S100A3,S100 calcium binding protein A3
234024_at,0.972,0.50675577,0.794243,CBLN4,cerebellin 4 precursor
233217_at,0.972,0.5067569,0.79424,HSPC102,uncharacterized HSPC102
1562476_at,0.972,0.50682349,0.794116,,
226132_s_at,0.972,0.50685815,0.794052,MANEAL,mannosidase endo-alpha like
200832_s_at,0.972,0.50693957,0.7939,SCD,stearoyl-CoA desaturase
206342_x_at,0.972,0.50694048,0.793898,IDS,iduronate 2-sulfatase
220209_at,0.972,0.50694632,0.793887,PYY2,"peptide YY, 2 (pseudogene)"
219369_s_at,0.972,0.50695941,0.793863,OTUB2,"OTU deubiquitinase, ubiquitin aldehyde binding 2"
215964_at,0.972,0.50697693,0.79383,,
234900_at,0.972,0.50698776,0.79381,,
215391_at,0.972,0.50700596,0.793776,MAP1A,microtubule associated protein 1A
201096_s_at,0.972,0.50700889,0.793771,ARF4,ADP ribosylation factor 4
220684_at,0.972,0.50701009,0.793769,TBX21,T-box 21
214596_at,0.972,0.50701425,0.793761,CHRM3,cholinergic receptor muscarinic 3
240459_at,0.972,0.50702706,0.793737,YTHDC1,YTH domain containing 1
244376_at,0.972,0.50706104,0.793674,METTL7A,methyltransferase like 7A
214431_at,0.972,0.50707041,0.793656,GMPS,guanine monophosphate synthase
1568900_a_at,0.972,0.50709011,0.793619,ZNF568,zinc finger protein 568
228021_at,0.972,0.50709659,0.793607,,
204550_x_at,0.972,0.50711515,0.793573,GSTM1,glutathione S-transferase mu 1
210835_s_at,0.972,0.5071265,0.793552,CTBP2,C-terminal binding protein 2
231630_at,0.972,0.50714556,0.793516,,
231170_at,0.972,0.50715984,0.79349,,
201990_s_at,0.972,0.50716307,0.793484,CREBL2,cAMP responsive element binding protein like 2
1557120_at,0.972,0.50717437,0.793462,EEF1A1,eukaryotic translation elongation factor 1 alpha 1
1559656_a_at,0.972,0.50718027,0.793451,MAMDC2-AS1,MAMDC2 antisense RNA 1
203657_s_at,0.972,0.50721975,0.793378,CTSF,cathepsin F
1569604_at,0.972,0.50722131,0.793375,LINC01134,long intergenic non-protein coding RNA 1134
218596_at,0.972,0.50726145,0.7933,TBC1D13,TBC1 domain family member 13
1560755_at,0.972,0.50728126,0.793263,,
226592_at,0.972,0.50729236,0.793243,ZNF618,zinc finger protein 618
235039_x_at,0.972,0.50730807,0.793213,LIN9,lin-9 DREAM MuvB core complex component
238317_x_at,0.972,0.50733806,0.793158,,
210198_s_at,0.972,0.5073733,0.793092,PLP1,proteolipid protein 1
1561558_at,0.972,0.50740335,0.793036,PRKG1-AS1,PRKG1 antisense RNA 1
223818_s_at,0.972,0.50741256,0.793019,RSF1,remodeling and spacing factor 1
221275_s_at,0.972,0.50743324,0.79298,,
229608_at,0.972,0.50744412,0.79296,LOC101928718///FAM212B,uncharacterized LOC101928718///family with sequence similarity 212 member B
228972_at,0.972,0.50749056,0.792874,PITPNA-AS1,PITPNA antisense RNA 1
226598_s_at,0.972,0.50749759,0.792861,MTG2,mitochondrial ribosome associated GTPase 2
221870_at,0.972,0.50750621,0.792844,EHD2,EH domain containing 2
215086_at,0.972,0.50751759,0.792823,IBTK,inhibitor of Bruton tyrosine kinase
203952_at,0.972,0.50754433,0.792773,ATF6,activating transcription factor 6
1570264_at,0.972,0.50754809,0.792766,,
230125_at,0.972,0.50756112,0.792742,GUSB,glucuronidase beta
220217_x_at,0.972,0.50757614,0.792714,SPANXA2///SPANXC///SPANXA1,"SPANX family member A2///SPANX family member C///sperm protein associated with the nucleus, X-linked, family member A1"
225149_at,0.972,0.50763568,0.792603,PCID2,PCI domain containing 2
1566162_x_at,0.972,0.50764205,0.792592,,
208162_s_at,0.972,0.5076469,0.792583,,
1569213_at,0.972,0.50766707,0.792545,LRRC74B,leucine rich repeat containing 74B
1555256_at,0.972,0.50770107,0.792482,EVC2,EvC ciliary complex subunit 2
1562811_at,0.972,0.50771088,0.792463,CTD-2194D22.4,uncharacterized LOC101929081
215112_x_at,0.972,0.50772527,0.792437,MCF2L2,MCF.2 cell line derived transforming sequence-like 2
241820_at,0.972,0.50774552,0.792399,RIF1,replication timing regulatory factor 1
204254_s_at,0.972,0.5077509,0.792389,VDR,"vitamin D (1,25- dihydroxyvitamin D3) receptor"
216391_s_at,0.972,0.50778497,0.792326,KLHL1,kelch like family member 1
